Request,Label
"reserve uma mesa não muito longe em WY em um gastropub com internet para mim, jenny e antoinette em uma semana",book_restaurant
Toca-me um pouco de música Terror,play_music
Vamos para algum lugar jogar pôquer como aquecimento para o grande jogo de noite.,no_intent
"Vamos fazer uma refeição, em vez, do café da manhã?",no_intent
Jogue Les Lecter Smith de deezer.,play_music
Kingsman: O serviço secreto no meu cinema,search_screening_event
"Como é o clima em Getzville, Minnesota?",get_weather
que filmes de animação estão mostrando na área,search_screening_event
Toca-me os melhores êxitos de Benjamin Kowalewicz,play_music
Onde é que posso encontrar o rapaz?,search_creative_work
Onde eu poderia encontrar o Sr. Adams?,no_intent
Onde estará a loira de Pequim jogando,search_screening_event
"Por favor, ajude-me a encontrar a discografia do videogame John Michael Montgomery.",search_creative_work
"Por favor, jogue algo no Last Fm",play_music
Quero ver você quando eu for para cama e quero te ver o tempo todo.,no_intent
Mostre-me o trailer Um Herói Próprio,search_creative_work
filmes de fimd por aqui,search_screening_event
"classificar este livro quatro de seis
pontos",rate_book
Vamos ouvir o juiz Joe e seu veredicto sobre a bicicleta destruída.,no_intent
"Por favor, tocar uma música para mim de 1959",play_music
"É que você não faz outra coisa senão sexo, o tempo todo.",no_intent
Haverá alguma nuvem em Delaware em 1/11/2040?,get_weather
É uma cidade respeitável... e não gostamos de ver gente explodindo propriedade privada.,no_intent
É Race Gurram jogando,play_music
"É melhor fazer como ele diz, porque vamos jogar bilhar com você até que saia de trás dessas rochas.",no_intent
Quais filmes estão programados na Plitt Theatres?,search_screening_event
"É o que ele está tentando fazer, comprar cocaína.",no_intent
É um jeito interessante de ver o mundo.,no_intent
É que há um bar fantástico ao lado do cinema.,search_screening_event
"É provavelmente a coisa mais valiosa aqui, e agora sumiu.",no_intent
"Procure debaixo de todas as pedras, pode ser que encontre um perseguidor de moteis feliz por ficar com o seu dinheiro.",no_intent
Encontre essa árvore e você vai encontrar a grandeza.,no_intent
"Quer dizer, não que eu possa ver seu espírito, porque isso seria estranho.",no_intent
Vamos dar as boas-vindas ao nosso muito especial convidado,no_intent
Eu preciso adicionar à minha lista de curso de metal a música de El sexto sentido,add_to_playlist
Posso sugerir que dirija as suas energias para ajudar a Guarda Suíça a encontrar o engenho se é que ele existe.,no_intent
É onde você me trouxe em nosso sétimo encontro.,no_intent
"É melhor aguardarmos, enquanto isso o tempo vai passando.",no_intent
Vamos chegar e perguntar ao recepcionista do hotel... onde dá pra encontrar essa merda?,no_intent
Vai ver não é pra estarmos juntos esse momento.,no_intent
que filmes estão aparecendo no United Paramount Theatres,search_screening_event
"Eu quero comer Louisiana Fried Chicken em McColl, IA",no_intent
como será o clima em Angola daqui a vinte minutos,get_weather
"Vamos esperá-lo dormir, depois você vai embora e eu vou pegá-lo.",no_intent
É como ser capaz de fazer três cargas de roupa ao mesmo tempo .,no_intent
Me diga as previsões do tempo de 1 hora para Distrito de Columbia em Kaysville,get_weather
"Vamos nos concentrar em como encontrar Cila, certo?",no_intent
Jogue minhas melhores faixas de jogos.,play_music
Reserve-me um restaurante para 4 membros na Beaman Estados Federados da Micronésia em um minuto,book_restaurant
Estou com vontade de ouvir música meditativa.,no_intent
"Vá ver se Ryan e Esposito voltaram, com os policiais forenses do quarto de Greg.",no_intent
Deixe-me colocar uma meia na maçaneta.,no_intent
Adicione Terceira Pedra do Sol à lista de reprodução Concentración.,add_to_playlist
Jogue a melhor balada de The Rascals.,play_music
Está quente em Zephyrhills?,get_weather
Eu quero reservar um bar para 9 pessoas.,book_restaurant
Precisa de encontrar um corpo com a bomba se...,no_intent
"É muito técnico, Não quero tomar o tempo do juiz com os detalhes.",no_intent
É melhor do que ficar a ouvir os dois pombinhos,no_intent
É tão difícil encontrar bons empregados.,no_intent
Reserve-me uma mesa numa casa de chá de renome no Suriname,book_restaurant
"É profético, já que Conrad era a serpente o tempo todo... me arrastando para o inferno com ele.",no_intent
Adicione fora do sindicato dos sonhos a nova playlist eletrônica do millicent,add_to_playlist
Add I Hate Myself e eu quero morrer para minha tranquilidade de seis cordas,add_to_playlist
Eu gostaria de assistir Mission to Mir,search_screening_event
vai ver o justamente que nos repartimos o dinheiro para que saiba que não o enganamos.,no_intent
É a maior forma de vida já encontrei em qualquer lugar sete histórias de The Sea Strider alto,no_intent
"Vai se virar bem lentamente, e vai se curvar... e vai tocar o maldito chão, para meu prazer visual.",no_intent
"Quero ouvir emoção, paixão a alma e o espírito de Butterfly.",no_intent
Jogar Regulate… g Funk Era do artista Iouri Bachmet no groove shark,play_music
Quer que encontremos o corpo quando... e onde ele deseja.,no_intent
"É um programa de vacinação de rotina, sorte de ter uma vacina pra gripe.",no_intent
Adicionar gene clark à lista chill out de diann,add_to_playlist
O vento vai diminuir na minha localização atual na hora do jantar?,get_weather
fazer uma reserva em uma padaria que tenha aquacotta na República Centro-Africana por cinco,book_restaurant
Eu gostaria de ouvir canções de canto dos anos noventa,play_music
Reproduzir minha playlist de entretenimento,play_music
Eu preciso da previsão para quente em Barbados May City em 1 ano,get_weather
"É preciso se sacudir, Sr. Bovary, verá que isso vai passar.",no_intent
É difícil ser paciente quando esta pode ser minha última chance.,no_intent
Preciso que me ajude a encontrar o filho da puta que está transando com minha esposa.,no_intent
classificar este ensaio 3 de 6 pontos,rate_book
Posso ouvir a música American High?,play_music
"Faça um favor a si mesma, encontre outro namorado.",no_intent
É para os seus meninos que estou dando uma carona.,no_intent
Tocar antes que eu crescesse para te amar por Wafah Dufour,play_music
"Por favor, procure nas Músicas o video game Surdo.",search_creative_work
Que filmes de animação são no Pacific Theatres,search_screening_event
Será mais agradável na Finlândia ou no Novo México hoje?,get_weather
Quais são os horários atuais de Love Fiction?,search_screening_event
Adicionar moby grape live para enamorándose,add_to_playlist
Como está a umidade perto do meu lugar atual?,get_weather
É por isso que é importante dar-se algum tempo para pensar as coisas.,no_intent
"Quero dizer, é parte da grandeza do filme e ao mesmo tempo... isso não aparece quando você assiste ao filme,... não parece que ela está angustiada ou sofrendo.",no_intent
A que horas os filmes tocam no Southern Theatres?,search_screening_event
Vai ver tomou muita limonada da Joyce.,no_intent
Tocar alguns lyn paul,play_music
É anteparo de metal para a sequência do submarino.,get_weather
Onde posso ver o trailer do Experienced II: Embrace Tour 2013 Budokan?,search_creative_work
Vamos comer em restaurantes todos os dias.,no_intent
É estranho que uma dessas malas vai embora.,no_intent
"Preciso de uma motherboard AVI, mas você vai ter de reconfigurar-lo para uma macro uplink.",no_intent
A que horas é que o Bloody Twilight está a brincar?,search_screening_event
classificar o álbum atual cinco de seis,rate_book
Tempos de filmes perfeitos para filmes animados no bairro.,search_screening_event
Quais filmes estão sendo exibidos no AMC Theatres?,search_screening_event
"É imperativo que a destruição do anticristo aconteça antes dela, e temos pouco tempo para realizá-la.",no_intent
Posso ajudá-lo a encontrar o Max.,no_intent
adiciona este artista chamada Kirk Hammett à minha playlist Los 40 Radio Éxitos,add_to_playlist
Previsão para Antelope Island e outros pontos dentro da mesma área,get_weather
Encontre um show chamado Last Night On Earth.,search_creative_work
É um livro de nomes de bebês Isso é ótimo porque ainda não tenho idéia.,no_intent
"Quero jogar cricket, comer bolinhos, e usar a palavra ""gastly"".",no_intent
Como deve ser o tempo em Nova Jersey daqui a três meses?,get_weather
Vai obviamente ser preciso mais do que um jantar para fazê-la ver a sabedoria do investimento.,no_intent
Eu preciso adicionar uma música à minha lista de reprodução lo que suena new york.,add_to_playlist
"Quero que você encontre tudo o que você puder... saber a respeito desta máquina-- quem usa, quem vende, quem comprou.",no_intent
"É bom ver que não usa mais o boné dejeans, com espelhos.",no_intent
Reserve uma reserva para um pub com internet para 2 pessoas,book_restaurant
É mais fácil ganhar na loteria que encontrar ele!,search_creative_work
"É uma lista de datas, acontecimentos que... eu acho que ela acreditava que iriam acontecer.",no_intent
Quer que lhe dê minha permissão para causar mais sofrimento e morte?,no_intent
Eu gostaria de ver o Walk on the Wild Side: O Melhor de Lou Reed,search_creative_work
Tocar Harel Skaat,play_music
"Quero acreditar em você, John, mas é fácil demais colocar a culpa por tudo o que você fez",no_intent
Encontre o horário do filme às doze horas.,search_screening_event
É fácil para você comprar sapatos em liquidação por causa do seu número.,no_intent
É de um livro de monólogos de Jane Grumbach.,book_restaurant
Me dê o tempo do filme,search_screening_event
Reserve à mesa em uma brasserie que serve comida padangnese.,book_restaurant
mostre a creatividade da história oficial de Austrália na guerra de 1914-1918,search_creative_work
É só uma questão de tempo até ele descobrir que é você.,no_intent
Precisa ver a que o rabino riu tanto que pudim saiu pelo nariz dele.,no_intent
É melhor ver se apanhei alguma doença sexualmente transmissível e tomar a pílula do dia seguinte.,no_intent
classifique este livro 2 de 6,rate_book
classifique o livro The Devil in Velvet 4 de 6 pontos,rate_book
Obtenha-me reservas para um restaurante indoor de Honduras.,book_restaurant
"Vamos colocar outro tubo pra ajudá-lo a respirar, mas não vai poder falar.",no_intent
"É sobre você dar uma de durão e como se voltou contra o Evan, que está guardando seu segredo.",no_intent
é difícil esconder nossas emoções na frente das pessoas que nos conhecem bem.,no_intent
Eu preciso de uma mesa no Uruguai em 213 dias quando é mais chique,get_weather
É um filme sobre um conde que mata pessoas por desporto.,no_intent
"quer dizer, a dra. Delgado... deu-me uma lista das crianças, nascidas nos últimos 6 meses em Charleston.",no_intent
De 6 estrelas eu dou a crônica três e estou ansioso para o que vem a seguir.,rate_book
de reservar um mesa em Ludden,book_restaurant
"Vamos dizer, só um cantor, e ele vai entreter vocês com uma balada humorística.",no_intent
Adicionar esta música por Frankie Laine à minha lista de reprodução,add_to_playlist
É para onde a alma vai quando morremos.,no_intent
Quais filmes animados estão sendo exibidos nas proximidades,search_screening_event
Vamos jogar um joguinho enquanto esperamos.,no_intent
Adicionar esta música à minha lista chamada Wild Country,add_to_playlist
Posso mantê-los longe o tempo que quiser.,no_intent
está congelando em Prompton,get_weather
adicionar a faixa de Paul Gray à minha playlist de hits de sucesso dos anos 2010,add_to_playlist
É realmente necessário me fazer perder tempo com perguntas estúpidas?,no_intent
jogar Fernando Olvera,play_music
adicionar música ao Sleepytime,add_to_playlist
"Vamos só dar uma olhadinha lá, devemos?",no_intent
Jogue Ainda Vida 1,play_music
adicione great grape à minha lista chamada Novedades Pop,add_to_playlist
"Diga-me o que vai virar o E.U.A.,... quando diminuirem nossos salários ... e a gente tenha de viver com um salário mínimo.",no_intent
adicionar sheila e ao meu eu amo minha playlist neo soul,add_to_playlist
Vamos ao cinema ou algo assim.,no_intent
É jovem e um dia vai encontrar alguém que te ame.,no_intent
Eu quero avaliar as Cartas Selecionadas de HP Lovecraft I saga 3 estrelas,rate_book
Vamos ver se o segurança pode lançar alguma luz sobre o assunto.,no_intent
Eu preciso de uma reserva para uma brasserie que serve ankimo em PW,book_restaurant
Quais são os horários dos filmes das 8 da noite?,search_screening_event
"É meio simplória, esta mulher, mas... 0 restaurante não é bonito, mas a comida é óptima!",book_restaurant
Tocar música do artista Irma Pane,play_music
Reproduzir minha playlist do Under The Surface.,play_music
Reserve a casa de chá no North River,book_restaurant
"É com prazer que recebo no programa de hoje, a Autora X, srta.",no_intent
é sexta-feira à noite tenho uma xícara de chá estamos com as mulheres que amamos e jogando um jogo que ainda será sensação entre os velhos.,no_intent
É a lenda do lago do mal que joga em 09:38:42 am,play_music
"coloque no VT-1, vamos ver do que ela fala.",no_intent
Faça a coisa certa... e me fale onde ela está.,no_intent
Tocar música gótica,play_music
Adicionar mulheres de metal a Odetta Holmes,add_to_playlist
"É fantástico ver as pessoas assim, que não desistem e voltam.",no_intent
encontrar filmes de animação Dipson Theatres,search_screening_event
Vai ser bom ver o Freddie depois de... quanto?,no_intent
Qual é o clima por perto Triunfo,get_weather
Vamos organizar todos os planos podemos encontrar e levar-nos alguns pilotos malditos fazê-los voar.,no_intent
Reserve uma mesa em um pub cubano para 17:00 para uma festa de 7 na Virgínia.,book_restaurant
Eu preciso reservar uma mesa em um lugar por aqui na PA para uma festa de dois,book_restaurant
"Está congelando em Offerman, Califórnia?",get_weather
"Quer dizer que precisa contar para eles, e me tirar?",no_intent
Eu preciso de uma mesa para 4 na Flórida,book_restaurant
"Por favor, reserve um restaurante com facilidade de estacionamento na taverna",book_restaurant
"Use isso em seu favor antes que ela perceba, porque ela vai descobrir, ouça o que estou dizendo.",no_intent
Eu gostaria de reservar um bistrô para 7,book_restaurant
Dê Souls in Metal quatro dos 6 pontos,rate_book
Ajude-me a encontrar a saga intitulada O Retorno Eterno,search_creative_work
Vamos todos comprar flores para ela e a enviaremos para boas férias no Havaí.,no_intent
matt monro mais novo álbum adicionar ao meu chill out music,add_to_playlist
Que horas do filme estão lá no ArcLight Hollywood,search_screening_event
Estou à procura de um restaurante de alto nível perto de bougatsa que pode alimentar 3 que está perto de Pelham Bay Park,book_restaurant
Vamos ver nos computadores para onde o helicóptero vai.,no_intent
Adicionar este álbum à minha playlist pop,add_to_playlist
Qual é a casa de cinema mais próxima a tocar The Miracle Rider?,search_screening_event
"Vai ser, tipo, um filme artístico?",no_intent
"Quero dizer, não sei mesmo se isso cadela vai criar uma distração ...",no_intent
Eu classifico o álbum atual quatro de seis,rate_book
reservar um lugar para 3 em MT,book_restaurant
adicionar Rupee à minha playlist do Ultra Metal,add_to_playlist
"Quero saber, com o que está construindo aqui, quando tudo estiver pronto, vai ser um portal, certo?",no_intent
Reproduzir playlist alegre,play_music
Eu preciso reservar um restaurante com uma sala de fumo em AL,book_restaurant
"Vai nos dizer onde está, Sam, ou será a última coisa que diz!",no_intent
Reproduzir o gênero musical Synthpop,play_music
classificar este ensaio quatro de 6,rate_book
"Preciso que me dê tempo para encontrar quem fez isso e... bom, para arrumar toda esta bagunça.",no_intent
Tocar algumas músicas no Vimeo,play_music
Vai chover em Barberville?,get_weather
É como ver um documentário sobre a origem da sua comida.,no_intent
Preciso que tire todos os assentos dos vagões e levante as tábuas para dar espaço a umas caixas.,no_intent
"É apenas que não vai dar certo, não nesse momento.",no_intent
Eu quero outro álbum na minha playlist de discoteca.,add_to_playlist
Será úmido em Weippe DC?,get_weather
Precisa de uma reserva de restaurante para a próxima semana para uma festa de 6 no estado de OR,book_restaurant
"É muito bom Brandon poder me ver cantando, pois não sei se terá essa oportunidade de novo, com ele sendo convocado.",no_intent
"Quero ver o mercado de escravos, e os poços das prostitutas, o Templo dos Pequenos deuses, o Grêmio dos Pedintes... e uma genuína luta de taverna.",no_intent
"Ouça o que eu digo, eu passei mais tempo na escola no último ano",no_intent
Avalie este livro 3 de 6 pontos,rate_book
"encontrar a vida de Riley, uma fotografia",search_creative_work
Faça-me uma reserva para uma festa de 2,book_restaurant
jogar Barry Manilow dos anos vinte,play_music
Vamos ter que colocar um estudioso da Emenda no banco de testemunha.,no_intent
jogar o trailer de Infestação Putrefactive,search_creative_work
É ótimo que você seja bem sucedida em algo em virtude de todo o tempo que passa longe dos seus filhos.,no_intent
Tocar algumas músicas do último álbum de 1988 no Lastfm,play_music
"Vamos ver se descobrimos a loja, rápido.",no_intent
Vamos os dois para cima para termos um tempo a sós.,no_intent
Queremos comer em uma brasserie com comida siciliana em Nebraska,book_restaurant
O edifício Yacoubian começa às 08:39,search_creative_work
É legal porque me dá tempo de promover aquele lance de Viagem no tempo.,no_intent
"É o porque das pessoas escolherem certas aulas, sentarem-se onde se sentam, fazerem o que fazem,",no_intent
Eu dou um 4 a 3 Willows: A Irmandade Cresce.,rate_book
Preciso ver um documento e melhor que seja muito bom.,no_intent
"Por favor, procure as representações culturais da série de TV de Matthew Shepard.",search_creative_work
"Quero dizer, não acho que alguém realmente queira ouvir como Ricky Ricardo leria um cardápio, especialmente em um restaurante francês.",no_intent
"taxa de Dick Sand, um capitão em quinze um dois de seis",rate_book
Será mais frio em Portugal daqui a uma hora?,get_weather
É como os últimos quilômetros de uma horas por causa da aerodinâmica.,no_intent
"Posso até ligar aqueles canais de filmes pornôs, se quiserem liberar algum vapor.",no_intent
Eu quero reservar um pub em MS que serve festoni,book_restaurant
"Quero dizer, há muita coisa que precisa ser consertada até agora.",no_intent
"Quer dizer, este trabalho foi oferecido a seis pessoas antes de você.",no_intent
É bom ver que você é tudo de tal esta noite um bom humor.,no_intent
Mostre-me os horários dos filmes para filmes nas proximidades.,search_screening_event
Minha classificação para Some Doves and Pythons é quatro,rate_book
É o último lugar onde quero ir.,no_intent
"Traga-me uma mesa para sonya, rebekah e eu em um restaurante na Letônia.",book_restaurant
Vai ao Clã Bancário e vê qual a taxa de juro que vão cobrar pelo empréstimo.,no_intent
adicionar entre um coco e um adeus para taylor é este é o playlist john williams,add_to_playlist
Vamos encontrar um roller para que possamos tirar Rafe daqui.,no_intent
Eu preciso de um restaurante que pode acomodar 3 em Cochran que tem wi-fi.,book_restaurant
livro em OH em Gurabo para velma e gloria,book_restaurant
Para Mirrorshades eu classifico três estrelas,rate_book
Faça a Equipe de Resgate de Reféns nos encontrar lá.,no_intent
Adicionar álbum ao meu Massive Soca Hits,add_to_playlist
"É pior do que quando inventei que minha avó morreu... pra não ir ver ""Lizzie Maguire"".",no_intent
Vamos pedir preservativos gratuitos eo direito de ver a nós mesmos nos espelhos do teto?,no_intent
Encontre um romance chamado Under Blackpool Lights.,search_creative_work
Obtenha-me uma reserva para dois em um restaurante que serve hambúrguer.,book_restaurant
É só questão de tempo até que os escudos falhem.,no_intent
"Vamos mostrar uma foto da revista ""People"", falando em garanhão.",no_intent
Toca-me uma das dez músicas de Phil Ochs no Groove Shark,play_music
Quero que cada trem que passou por Durant nas 2 últimas horas seja parado.,no_intent
Adicionar histoire de melody nelson à minha lista de reprodução dos anos 90 Baby Makers,add_to_playlist
Deixe-me ver o dinheiro primeiro.,no_intent
É como você disse: ainda estou procurando alguma coisa... bem mais extraordinária que isso.,no_intent
É por isso que dizem que a música rap tem ódio e é degradante para as mulheres.,no_intent
"É fácil, para meus rapazes encontrar esse cara entre... mais de 500.000 pessoas.",no_intent
Quero me encontrar com essa menina e menino que tinham sido atacados primeiro.,no_intent
Reserve-me uma mesa para 10 em um café MT no café da manhã.,book_restaurant
Quero lhe mostrar algo em que estive trabalhando.,no_intent
adicionar uma faixa no Nike Running Tempo Mix,add_to_playlist
Diga-me a casa de cinema mais próxima jogando Black Rage,search_screening_event
Existe uma razão precisa de terem optado por mim... neste momento para liderar o Departamento Político-social.,no_intent
Eu gostaria de ouvir mark rae,play_music
Haverá uma depressão em Point Washington State Forest?,get_weather
É melhor o encontrarmos antes que destrua tudo isto aqui... junto com a esperança de encontrar as centelhas.,no_intent
Olhe em meus olhos chefe e diga se você não colocou um caçador de cabeças atras do Sandoval.,no_intent
Qual é a previsão do tempo aos dezesseis anos em Oklahoma?,get_weather
"É ótimo e inspirador ouvir a história de vocês e sei que não temos muitos modelos de gays e lésbicas para nos espelharmos, então...",no_intent
Faça uma reserva longe no The Spotted Pig em SD.,book_restaurant
Onde posso ver a luz de viagem?,search_screening_event
Eu quero avaliar a saga O italiano de dois a seis pontos.,rate_book
Qual é o tempo em Åland daqui a 4 segundos?,get_weather
É só abrir um livro que fico... com vontade de fazer outra coisa.,no_intent
dar a morte no Nilo a três,rate_book
Adicione a música de Justin Furstenfeld à lista de músicas pop em ascensão.,add_to_playlist
Eu quero reservar um bar de donuts em Samoa Americana,book_restaurant
Qual será o tempo em Bernie ID?,get_weather
Quando os teatros de Santikos estarão mostrando filmes animados?,search_screening_event
Eu gostaria que essa música fosse adicionada à nova valsa.,add_to_playlist
Quando é o conto da raposa que joga perto de mim,no_intent
festa de 9 em algum lugar perto Bow em onze anos,no_intent
Quero uma lista de alunos e funcionários da época dele lá.,no_intent
Eu dou a série Flash 0 de 6.,rate_book
Classifique a série atual de um.,rate_book
Encontre um romance chamado Matching Dreams.,search_creative_work
Onde ele vai crescer e se tornar um monstro traidor?,no_intent
Vamos ver como esse novo pé trabalha na pista de dança.,no_intent
"Vamos passar por eles com velocidade de quebrar o pescoço vamos pegar algum tipo de gravidade, ou algo do gênero.",no_intent
Reserve a coroa em Whitebrook nas Ilhas Salomão para o dia vinte e três de 2029.,book_restaurant
encontrar filmes no Cinema Alamo Drafthouse,search_screening_event
Vamos encontrar um lugar onde estaremos à salvo.,no_intent
Avaliar o álbum atual 0 estrelas,rate_book
me dê os tempos do filme,search_screening_event
Veja se a Netflix tem o boris do Lightspeed Champion,play_music
Está frio em Brian Head?,get_weather
"Vamos ver do que és feito. - A mão dele está ferida, meu senhor.",no_intent
Será temperado em West Liberty MH?,get_weather
"quero ir para.. encontrar uma granja viver aí com nada... plantar coisas, ter amigos ao redor, muita cerveja beber o dia todo , ficar bêbado com meus amigos.",no_intent
"Vá encontrar essas pessoas que vivem 100 anos rotineiramente sem câncer, sem doenças cardíacas e veja se descobre o que eles estão fazendo.",no_intent
É o show mais quente a caminho da Broadway.,get_weather
"Olhe no espelho, olhe o que você vê, pegue a serra, corte a mesa na metade, duas metades fazem um buraco, saia pelo buraco.",no_intent
É isso que se ouve quando as pessoas entram nas matas... no meio do verão.,no_intent
Precisa de mim pra encontrar uma garota?,no_intent
"Vá em frente, mas eu preciso encontrar Kyle agora.",no_intent
"Por favor, adicione uma música à lista de reprodução de ines chamada Metal Party",add_to_playlist
"Por favor, jogue Last Fm de Le Jardin De Heavenly de Edward Leeson",play_music
"Quer fazer um livro sobre mim, ""Sempre as Deixe Amando"".",no_intent
É um jeito meio vulgar de colocar isso!,no_intent
Vamos lhe dar um bom presente de casamento.,no_intent
mostre-me os horários dos filmes animados por aqui,search_screening_event
Reserve um restaurante maharashtrian por favor.,book_restaurant
dê 2 de 6 pontos ao livro atual,rate_book
"Reservar uma reserva para nellie davis, willie e patsy rogers para um restaurante altamente cotado",book_restaurant
Preciso de outro lugar onde eu possa...,no_intent
É uma porcaria quando te estás a preparar psicologicamente para uma batalha e as pessoas dizerem-te que tens as horas contadas.,no_intent
Você pode pesquisar a imagem intitulada The Accounting?,search_creative_work
Adicione o álbum lady bunny às décadas,add_to_playlist
encontrar misteriosos castelos de barro,search_creative_work
onde posso assistir a filmes animados por aqui,search_screening_event
pizzaria restaurante em Kellnersville HI que é ao ar livre para dez,book_restaurant
"É muito importante, diga a ele que tenho informações sobre os filhos de Aldo Burrows.",no_intent
"Vamos apenas dizer que, a piscina dos adultos esteja uns poucos graus mais quente este ano.",no_intent
Toque um registro popular dos anos oitenta,play_music
É só tocar no assunto sobre viver sozinho que você já cai na depressão da Lana.,no_intent
"Quero dizer, ela nunca vai encontrar esse tipo de química com outro homem.",no_intent
Tocar concerto de 1951,play_music
Eu avaliaria a crônica chamada The Art of Loving 3 pontos de 6,rate_book
Posso ver a árvore daqui e não estou mais espirrando.,no_intent
"É improvável, mas se isso for algum tipo de conspiração, não temos ideia de quem mais poderia estar envolvido.",no_intent
Vamos nos apressar e encontrar as Dragon Balls que faltam... para irmos para casa.,no_intent
"Vamos lá Peugeotzinho, vamos ver se consegues tocar fogo nas minhas calças.",no_intent
previsão para Conrad,get_weather
Qual é a programação no cinema mais próximo?,search_screening_event
Amanhã às sete está sendo tocada na Douglas Theatre Company?,search_screening_event
É oúnico lugar pra onde estas crianças podem ir.,no_intent
"Preciso encontrar alguém, que precisa muito de mim.",no_intent
Quer que eu a ajude a abrir um processo dizendo que você é inapto para até mesmo ver esse garoto.,no_intent
Gostaria de comer uma festa de 8 no Hitchita OR,book_restaurant
Eu gostaria de reservar uma reserva para kaitlin e eu no Lone Star Cafe,book_restaurant
"Onde um homem pode andar na rua, tomar uma bebida sem ter que olhar para o espelho e ver se tem alguém apontando uma arma.",no_intent
"Onde quer que haja poder, haverá homens como Lex para explorá-lo.",no_intent
Joga a música gangsta? por Siavash Ghomayshi,play_music
Procurando pelo trabalho criativo com o nome de Com ou sem sua ajuda,search_creative_work
Qual é o clima na posição atual?,get_weather
adiciona este artista chamada Cleopatra Stratan à minha lista de reprodução 30 Before 20 Masterworks by Teenagers,add_to_playlist
Quer que eu vá com você para te dar suporte?,no_intent
Quero que você saiba que eu não dou minhas fotografias para qualquer pessoa.,no_intent
taxa Darth Maul: Shadow Hunter um fora 6 estrelas,rate_book
onde está o suspeito vai ter o seu material para a sua próxima vítima?,no_intent
Qual é a previsão do tempo em Humphrey?,get_weather
É importante para as pessoas saberem de onde elas vieram e pelo que os outros passaram.,no_intent
vai te pressionar e dizer que perdeu audiência.,no_intent
Rate Nothing Last For Forever um valor de 3,rate_book
Adicionar faixa atual à lista de reprodução do mês da história das mulheres de hillary clinton,add_to_playlist
Tocar algumas músicas de Ray Williams dos anos noventa no spotify,play_music
Eu quero verificar um pub que tem internet na cidade de Homer.,book_restaurant
É o homem que ganhou jogando às 6 da tarde?,play_music
É uma perda de tempo para todos.,no_intent
"Onde está a pressão, a determinação para tocar sua vida para frente?",no_intent
"Espero encontrar uma mesa para seis em um pub em julho. 19, 2029.",book_restaurant
adicionar música à lista de reprodução atmosférica black metal,add_to_playlist
Deixe-me saber se você precisa qualquer singles.,no_intent
"É um guarda velho, sabe como é... vamos encontrar o cara e vamos meter chumbo no rabo dele.",no_intent
Tocar minha playlist do Hot 50.,play_music
Está nublado em Tingley?,get_weather
Abra Fadl Shaker no Spotify e toque uma melodia começando com o mais novo,play_music
Quer que eu te mostre o que ele tem feito?,no_intent
Vamos deixar de lado esse desfile de modas e dar uma volta.,no_intent
"É sempre uma loteria se meu carro vai chegar inteiro até fim, sem cair os pedaços!",no_intent
Use pandora para tocar música de stano no ano de 2005,play_music
"Vá ver Cabo Dumas, ele gosta de morenas como você.",no_intent
Encontre horários de filmes para o Century Theatres.,search_screening_event
Reproduzir a faixa RU Professional de Roberto Carlos Braga,play_music
Posso lhe dizer honestamente que sou... a última pessoa do mundo a ter pensamentos de vingança...,no_intent
"posso não lhe dar nada, e arruinar a suas carreiras, ou posso triplicar o nosso lucro.",no_intent
Deixe-me mostrar uma coisa que pode mudar toda a sua vida.,no_intent
Classifique este álbum um 3,rate_book
Eu preciso de uma mesa em Ottoville em 15 de fevereiro de 2029 no Gus Stevens Seafood Restaurant & Buccaneer Lounge,book_restaurant
Haverá uma tempestade no dia de Natal no meu lugar atual?,get_weather
Onde você vai encontrar alguém que não faça nada relacionado a arte?,no_intent
Que tipo de filmes são na casa de cinema mais próxima,search_screening_event
Tocar algumas músicas no Last Fm,play_music
Vai ouvir sons de carros pelo resto da vida.,no_intent
mostre tempos do filme para filmes de animação próximos,search_screening_event
Encontre-me o programa de TV JQuery Mobile,search_creative_work
"É melhor eu levar à delegacia, enquanto eu estiver lá... posso ver a lista dos 10 Mais Procurados.",no_intent
Preciso de uma mesa para quatro às dez da noite. em Dodge Park,book_restaurant
Reserve uma mesa esta noite em São Vicente e Granadinas em um gastropub,book_restaurant
Me mostre a foto a tarde,search_creative_work
Classifique meu livro atual 1 de 6 pontos,rate_book
reservar um lugar para 1 perto da casa de geraldine,book_restaurant
Quero saber onde os encontraram e quem os encontrou.,no_intent
"É claro, que não há absolutamente nenhuma evidência que o toque de um Rei cure qualquer coisa.",no_intent
"É estranho, as pessoas olham para ti como um exemplo, um herói... mas sinceramente, no mundo dos criminosos, não existem heróis.",no_intent
É melhor saber das condições do Sr. Bullock na sua presença.,no_intent
Quero ouvir aplausos para... o excelente atirador Laredo:,no_intent
Como será a umidade em VI no dia 14 de junho de 2020?,get_weather
"Quero que o coloque onde ninguem o veja, a não ser que o procurem.",no_intent
Vamos dar um tempo por alguns meses.,no_intent
Tocar alguns Paul Stookey dos anos sessenta,play_music
Reserve uma mesa em OH a cidade de Bock para festa de dez para esta noite,book_restaurant
adicionar Black Yankee Rock interpretado por Pop Punk&#39;s Not Dead na minha playlist,add_to_playlist
Será nublado na minha localização atual às doze da noite.,get_weather
Coloque a música tocando na lista de reprodução rapcaviar do laverne,add_to_playlist
Quer me ver ler o seu gibi inteiro?,no_intent
